CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC
CALM, COLLECTED, NO, 126, 4, .032, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CALM, COOL, YES, 126, 4, .032, 0.000, .0010, 0.0000, 1, 1, 0.0, 0, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1, 12, 62, 3.60, , AJ, 2.64, .64, .026, 1
CALM, PEACEFUL, YES, 126, 4, .032, .106, .0150, .0289, 2, 1, 4.0, 2, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1, 20, 26, 3.52, , AJ, 1.38, .25, .018, 1
CALM, ANXIOUS, YES, 126, 2, .016, .014, .0040, .0249, 1, 1, 1.0, 0, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1, 19, 29, 2.44, , AJ, 2.75, .50, .035, 1
CALM, CRAZY, YES, 126, 2, .016, 0.000, .0050, .0027, 1, 1, 1.0, 0, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1, 16, 34, 2.20, , AJ, 1.30, .60, .139, 0
CALM, STORM, YES, 126, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1, 12, 26, 4.92, , N, 2.25, .67, .048, 1
CALORIE, FAT, YES, 146, 60, .411, 0.000, .0380, .0008, 3, 0, 1.0, 0, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 16, 60, 4.80, , N, 1.47, .60, .229, 1
CALORIE, FOOD, YES, 146, 27, .185, 0.000, .0130, .0090, 1, 0, 1.0, 1, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
CALORIE, DIET, YES, 146, 11, .075, 0.000, .0070, .1186, 3, 0, 4.0, 1, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 16, 21, ¥, , N, 1.62, .39, .005, 1
CALORIE, WEIGHT, YES, 146, 11, .075, 0.000, .0080, .1104, 1, 0, 2.0, 1, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 14, 91, 4.35, , N, 1.23, .85, .085, 1
CALORIE, HEAT, YES, 146, 5, .034, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 16, 97, 4.84, N, N, 2.06, .50, .016, 1
CALORIE, COUNT, YES, 146, 4, .027, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 8, 49, 3.42, N, V, .86, .14, .005, 1
CALORIE, ENERGY, YES, 146, 4, .027, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 22, 100, 3.44, , N, 1.39, .56, .007, 1
CALORIE, COKE, YES, 146, 2, .014, 0.000, .0010, .0032, 1, 0, 1.0, 0, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 9, 4, 5.68, , N, 1.57, .71, .047, 1
CALORIE, MANY, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 1, 3.95, , N, 1.00, 0.00, 0.000, 1, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1
CALORIES, FAT, YES, 150, 79, .527, 0.000, .0340, .0005, 4, 1, 1.0, 0, 11, 7, ¥, , N, 1.00, .10, .001, 1, 16, 60, 4.80, , N, 1.47, .60, .229, 1
CALORIES, GOOD, YES, 150, 21, .140, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 7, ¥, , N, 1.00, .10, .001, 1, 8, 807, 2.53, , AJ, .75, .75, .586, 1
CALORIES, WEIGHT, YES, 150, 13, .087, 0.000, .0050, .1406, 1, 1, 2.0, 1, 11, 7, ¥, , N, 1.00, .10, .001, 1, 14, 91, 4.35, , N, 1.23, .85, .085, 1
CALORIES, DIET, YES, 150, 7, .047, 0.000, .0080, .1123, 3, 1, 3.0, 1, 11, 7, ¥, , N, 1.00, .10, .001, 1, 16, 21, ¥, , N, 1.62, .39, .005, 1
CALORIES, BURN, YES, 150, 6, .040, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 7, ¥, , N, 1.00, .10, .001, 1, 20, 15, 4.81, , V, 2.21, .32, .019, 1
CALORIES, ENERGY, YES, 150, 4, .027, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 7, ¥, , N, 1.00, .10, .001, 1, 22, 100, 3.44, , N, 1.39, .56, .007, 1
CALORIES, COUNTER, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 7, ¥, , N, 1.00, .10, .001, 1, 17, 31, ¥, T, N, 1.00, .20, .004, 1
CALORIES, EAT, YES, 150, 2, .013, 0.000, .0040, .0321, 2, 1, 1.0, 1, 11, 7, ¥, , N, 1.00, .10, .001, 1, 11, 61, 4.75, , N, 1.20, .70, .181, 1
CALORIES, FATTENING, YES, 150, 2, .013, .099, 0.0000, .0250, 0, 1, 3.0, 3, 11, 7, ¥, , N, 1.00, .10, .001, 1, 20, 2, ¥, , V, 2.18, .12, .002, 1
CALORIES, FEW, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 7, ¥, , N, 1.00, .10, .001, 1, 12, 601, 3.02, , AJ, 1.90, .60, .209, 1
CALORIES, KILO, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 7, ¥, , N, 1.00, .10, .001, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMEL, DESERT, YES, 148, 41, .277, 0.000, 0.0000, 0.0000, 1, 1, 0.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 8, 21, 5.90, N, N, .86, .43, .013, 1
CAMEL, CIGARETTE, YES, 148, 29, .196, 0.000, .0130, .0184, 1, 1, 1.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 11, 25, 6.03, , N, 1.91, .64, .205, 1
CAMEL, HUMP, NO, 148, 22, .149, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMEL, ANIMAL, YES, 148, 15, .101, 0.000, .0020, .0002, 2, 1, 1.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 28, 68, 5.65, , N, 1.81, .74, .053, 1
CAMEL, SMOKE, YES, 148, 6, .041, 0.000, .0880, .0633, 1, 1, 1.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 11, 41, 5.16, , N, .73, .64, .162, 1
CAMEL, WATER, YES, 148, 5, .034, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 18, 442, 6.27, , N, 2.00, .94, .146, 1
CAMEL, EGYPT, YES, 148, 3, .020, 0.000, 0.0000, .0064, 0, 1, 1.0, 1, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 16, 14, ¥, , N, 1.18, .27, .132, 0
CAMEL, BACK, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 12, 967, 4.89, , N, 1.25, .50, .406, 1
CAMEL, DONKEY, YES, 148, 2, .014, 0.000, 0.0000, .0066, 1, 1, 2.0, 1, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 10, 1, 6.67, , N, .67, .44, .148, 1
CAMEL, HORSE, YES, 148, 2, .014, 0.000, .0040, .0081, 2, 1, 2.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 16, 117, 6.03, , N, 1.15, .77, .304, 1
CAMEL, TALL, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 11, 1, 5.93, , N, .80, 0.00, 0.000, 0, 9, 55, 4.35, , AJ, 1.25, .63, .302, 1
CAMERA, PICTURE, YES, 145, 64, .441, .051, .0430, .0034, 2, 1, 1.0, 0, 8, 36, 6.23, , N, .71, .71, .060, 1, 11, 162, 6.75, , N, 1.50, .90, .354, 1
CAMERA, FILM, YES, 145, 24, .166, .116, 0.0000, .0291, 0, 1, 2.0, 1, 8, 36, 6.23, , N, .71, .71, .060, 1, 12, 96, 5.91, T, N, 2.00, .55, .126, 1
CAMERA, LENS, YES, 145, 13, .090, .076, 0.0000, .0019, 0, 1, 1.0, 1, 8, 36, 6.23, , N, .71, .71, .060, 1, 7, 12, 5.52, , N, 1.43, .57, .042, 1
CAMERA, PHOTO, YES, 145, 8, .055, .112, .0270, .2545, 1, 1, 1.0, 0, 8, 36, 6.23, , N, .71, .71, .060, 1, 15, 5, 5.88, , N, 1.17, .50, .047, 0
CAMERA, FLASH, YES, 145, 6, .041, .138, 0.0000, 0.0000, 0, 1, 0.0, 0, 8, 36, 6.23, , N, .71, .71, .060, 1, 11, 21, 4.82, , V, .60, .30, .012, 1
CAMERA, CASE, YES, 145, 5, .034, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 8, 36, 6.23, , N, .71, .71, .060, 1, 22, 362, 5.12, N, N, 1.27, .14, .006, 1
CAMERA, KODAK, NO, 145, 5, .034, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 8, 36, 6.23, , N, .71, .71, .060, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMERA, EYE, YES, 145, 3, .021, 0.000, .0080, 0.0000, 1, 1, 0.0, 0, 8, 36, 6.23, , N, .71, .71, .060, 1, 13, 122, 6.28, , N, 1.82, .73, .139, 1
CAMP, FIRE, YES, 151, 21, .139, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 18, 187, 6.13, N, N, 2.06, .63, .062, 1
CAMP, TENT, YES, 151, 19, .126, .459, 0.0000, .0009, 0, 1, 1.0, 1, 19, 75, 5.69, , N, .83, .17, .059, 1, 15, 20, 5.79, , N, 1.14, .36, .063, 1
CAMP, SUMMER, YES, 151, 15, .099, 0.000, 0.0000, .0018, 1, 1, 2.0, 2, 19, 75, 5.69, , N, .83, .17, .059, 1, 10, 134, 4.68, , N, 2.00, .40, .162, 1
CAMP, FUN, YES, 151, 12, .079, 0.000, .0020, .0004, 2, 1, 1.0, 1, 19, 75, 5.69, , N, .83, .17, .059, 1, 15, 44, 2.45, , N, 2.13, .73, .058, 1
CAMP, SCOUT, YES, 151, 6, .040, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 10, 8, 5.68, , N, .30, .20, .010, 1
CAMP, DAVID, NO, 151, 5, .033, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 19, 75, 5.69, , N, .83, .17, .059, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMP, CHILD, YES, 151, 4, .026, 0.000, .0110, .0022, 2, 1, 1.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 15, 213, 5.72, , N, 2.60, .53, .163, 1
CAMP, GROUND, YES, 151, 4, .026, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 14, 186, 5.44, N, N, 1.00, .36, .041, 1
CAMP, MOSQUITO, YES, 151, 4, .026, 0.000, 0.0000, .0014, 0, 1, 1.0, 1, 19, 75, 5.69, , N, .83, .17, .059, 1, 10, 1, 6.96, , N, 1.90, .50, .019, 1
CAMP, SITE, YES, 151, 4, .026, .026, 0.0000, 0.0000, 0, 1, 0.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 20, 64, 4.50, , N, 1.45, .20, .013, 1
CAMP, WOODS, YES, 151, 4, .026, 0.000, .0070, .0005, 3, 1, 1.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 14, 25, 6.87, , N, 1.36, .29, .028, 1
CAMP, CABIN, YES, 151, 3, .020, .020, .0010, .0037, 1, 1, 1.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 9, 23, 6.96, , N, .88, .50, .050, 1
CAMP, DAY, YES, 151, 3, .020, 0.000, .0090, .0106, 1, 1, 1.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 6, 686, 4.67, , N, .67, .67, .574, 1
CAMP, KID, YES, 151, 3, .020, 0.000, .0030, .0123, 1, 1, 1.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 12, 61, 5.32, N, N, 2.50, .58, .063, 1
CAMP, LAKE, YES, 151, 3, .020, 0.000, 0.0000, .0012, 0, 1, 1.0, 1, 19, 75, 5.69, , N, .83, .17, .059, 1, 15, 54, 5.70, , N, 2.50, .43, .052, 1
CAMP, CANOE, YES, 151, 2, .013, 0.000, 0.0000, .0004, 0, 1, 1.0, 1, 19, 75, 5.69, , N, .83, .17, .059, 1, 8, 7, 6.50, , N, 2.12, .50, .020, 1
CAMP, COUNTRY, YES, 151, 2, .013, 0.000, 0.0000, .0007, 0, 1, 1.0, 1, 19, 75, 5.69, , N, .83, .17, .059, 1, 19, 324, 4.54, P, N, 1.11, .47, .057, 1
CAMP, NIGHT, YES, 151, 2, .013, 0.000, .0160, .0137, 1, 1, 1.0, 0, 19, 75, 5.69, , N, .83, .17, .059, 1, 6, 411, 4.83, G, N, .50, .67, .606, 1
CAMP, SWIM, YES, 151, 2, .013, 0.000, .0040, .0017, 3, 1, 1.0, 1, 19, 75, 5.69, , N, .83, .17, .059, 1, 19, 15, 4.85, G, V, 1.94, .69, .076, 1
CAMPAIGN, POLITICS, YES, 140, 28, .200, .014, .0100, .0434, 5, 0, 2.0, 1, 15, 94, ¥, , N, 1.80, .33, .010, 1, 13, 69, 2.59, , N, 1.00, .50, .021, 0
CAMPAIGN, ELECTION, YES, 140, 26, .186, .021, .0080, .0566, 3, 0, 4.0, 1, 15, 94, ¥, , N, 1.80, .33, .010, 1, 12, 77, 4.05, , N, 1.92, .33, .057, 1
CAMPAIGN, PRESIDENT, YES, 140, 23, .164, 0.000, .1030, .0030, 6, 0, 2.0, 0, 15, 94, ¥, , N, 1.80, .33, .010, 1, 19, 382, 5.40, , N, 1.38, .46, .051, 0
CAMPAIGN, SLOGAN, YES, 140, 11, .079, .033, 0.0000, .0002, 0, 0, 1.0, 1, 15, 94, ¥, , N, 1.80, .33, .010, 1, 19, 7, ¥, , N, 1.08, .08, .003, 0
CAMPAIGN, VOTE, YES, 140, 4, .029, .019, .0560, .0402, 2, 0, 5.0, 3, 15, 94, ¥, , N, 1.80, .33, .010, 1, 21, 75, 3.85, , N, 2.39, .39, .108, 1
CAMPAIGN, RUN, YES, 140, 3, .021, 0.000, 0.0000, 0.0000, 1, 0, 0.0, 0, 15, 94, ¥, , N, 1.80, .33, .010, 1, 10, 212, 4.51, , V, 1.00, .80, .353, 1
CAMPAIGN, TRAIL, YES, 140, 3, .021, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 15, 94, ¥, , N, 1.80, .33, .010, 1, 21, 31, 5.23, G, V, 1.95, .29, .049, 1
CAMPAIGN, CANDIDATE, YES, 140, 2, .014, .014, .0160, .0855, 3, 0, 6.0, 4, 15, 94, ¥, , N, 1.80, .33, .010, 1, 17, 34, 5.53, , N, 2.50, .33, .013, 1
CAMPAIGN, DRINK, YES, 140, 2, .014, 0.000, .0010, 0.0000, 1, 0, 0.0, 0, 15, 94, ¥, , N, 1.80, .33, .010, 1, 20, 82, 4.95, G, V, 2.58, .90, .117, 1
CAMPAIGN, FUND, YES, 140, 2, .014, 0.000, 0.0000, .0102, 0, 0, 1.0, 1, 15, 94, ¥, , N, 1.80, .33, .010, 1, 8, 62, ¥, , N, 1.00, 0.00, 0.000, 0
CAMPAIGN, GOVERNMENT, YES, 140, 2, .014, 0.000, .0340, .0301, 4, 0, 2.0, 0, 15, 94, ¥, , N, 1.80, .33, .010, 1, 19, 417, 4.63, , N, 1.35, .47, .047, 1
CAMPAIGN, MONEY, YES, 140, 2, .014, 0.000, .0100, 0.0000, 1, 0, 0.0, 0, 15, 94, ¥, , N, 1.80, .33, .010, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
CAMPAIGN, PARTY, YES, 140, 2, .014, 0.000, 0.0000, .0008, 0, 0, 1.0, 1, 15, 94, ¥, , N, 1.80, .33, .010, 1, 22, 216, 5.50, T, N, 1.29, .33, .029, 1
CAMPAIGN, SENATOR, YES, 140, 2, .014, 0.000, 0.0000, .0260, 0, 0, 3.0, 3, 15, 94, ¥, , N, 1.80, .33, .010, 1, 18, 40, ¥, , N, 3.14, .21, .007, 0
CAMPAIGN, WINNER, YES, 140, 2, .014, 0.000, 0.0000, 0.0000, 1, 0, 0.0, 0, 15, 94, ¥, , N, 1.80, .33, .010, 1, 10, 8, 4.08, , N, .50, .40, .319, 1
CAMPING, TENT, YES, 152, 34, .224, 0.000, 0.0000, .0026, 0, 2, 2.0, 2, 17, 18, ¥, , V, 1.67, .20, .010, 1, 15, 20, 5.79, , N, 1.14, .36, .063, 1
CAMPING, GROUND, YES, 152, 18, .118, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 18, ¥, , V, 1.67, .20, .010, 1, 14, 186, 5.44, N, N, 1.00, .36, .041, 1
CAMPING, FIRE, YES, 152, 12, .079, 0.000, .0010, 0.0000, 1, 2, 0.0, 0, 17, 18, ¥, , V, 1.67, .20, .010, 1, 18, 187, 6.13, N, N, 2.06, .63, .062, 1
CAMPING, WOODS, YES, 152, 11, .072, 0.000, .0210, .0036, 6, 2, 3.0, 1, 17, 18, ¥, , V, 1.67, .20, .010, 1, 14, 25, 6.87, , N, 1.36, .29, .028, 1
CAMPING, OUTDOORS, YES, 152, 9, .059, .099, 0.0000, .0096, 1, 2, 4.0, 3, 17, 18, ¥, , V, 1.67, .20, .010, 1, 21, 6, ¥, , ADJ, 1.32, .16, .132, 1
CAMPING, FISHING, YES, 152, 7, .046, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 18, ¥, , V, 1.67, .20, .010, 1, 15, 32, 5.05, , N, 2.00, .50, .065, 1
CAMPING, HIKING, YES, 152, 7, .046, .040, .0010, .0073, 1, 2, 5.0, 5, 17, 18, ¥, , V, 1.67, .20, .010, 1, 18, 2, ¥, , N, 1.62, .06, .002, 1
CAMPING, FUN, YES, 152, 6, .039, 0.000, .0020, 0.0000, 2, 2, 0.0, 0, 17, 18, ¥, , V, 1.67, .20, .010, 1, 15, 44, 2.45, , N, 2.13, .73, .058, 1
CAMPING, TRIP, YES, 152, 6, .039, 0.000, .0010, .0004, 1, 2, 1.0, 1, 17, 18, ¥, , V, 1.67, .20, .010, 1, 10, 81, 4.39, T, N, 1.40, .70, .141, 1
CAMPING, WILDERNESS, YES, 152, 5, .033, .061, .0010, .0105, 2, 2, 3.0, 1, 17, 18, ¥, , V, 1.67, .20, .010, 1, 12, 11, ¥, , N, 1.82, .27, .006, 1
CAMPING, MOSQUITO, YES, 152, 3, .020, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 18, ¥, , V, 1.67, .20, .010, 1, 10, 1, 6.96, , N, 1.90, .50, .019, 1
CAMPING, OUT, YES, 152, 3, .020, 0.000, .0010, 0.0000, 1, 2, 0.0, 0, 17, 18, ¥, , V, 1.67, .20, .010, 1, 6, 2096, 2.40, G, AD, .20, .40, .758, 1
CAMPING, BUGS, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 18, ¥, , V, 1.67, .20, .010, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMPING, CANOEING, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 18, ¥, , V, 1.67, .20, .010, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMPING, FOREST, YES, 152, 2, .013, 0.000, .0300, .0109, 4, 2, 3.0, 1, 17, 18, ¥, , V, 1.67, .20, .010, 1, 9, 66, 6.37, , N, 1.00, .56, .050, 1
CAMPING, MOUNTAIN, YES, 152, 2, .013, 0.000, .0110, 0.0000, 2, 2, 0.0, 0, 17, 18, ¥, , V, 1.67, .20, .010, 1, 17, 33, 6.25, , N, 1.29, .50, .169, 1
CAMPING, NATURE, YES, 152, 2, .013, 0.000, .0020, .0067, 3, 2, 4.0, 2, 17, 18, ¥, , V, 1.67, .20, .010, 1, 19, 191, ¥, , N, 1.68, .42, .008, 1
CAMPUS, SCHOOL, YES, 148, 69, .466, 0.000, .0500, .0160, 2, 3, 2.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 22, 492, 5.25, T, N, 3.35, .70, .086, 1
CAMPUS, COLLEGE, YES, 148, 17, .115, 0.000, .0700, .1180, 2, 3, 2.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 15, 267, 5.35, , N, 3.29, .50, .066, 1
CAMPUS, USF, NO, 148, 15, .101, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMPUS, UNIVERSITY, YES, 148, 10, .068, 0.000, .0120, .1914, 1, 3, 4.0, 2, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 14, 214, 5.87, , N, 3.15, .23, .029, 1
CAMPUS, BIG, YES, 148, 4, .027, 0.000, .0030, .0010, 1, 3, 1.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 9, 360, 2.83, , AJ, 1.44, .67, .293, 1
CAMPUS, STUDENTS, NO, 148, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMPUS, CLASSES, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAMPUS, COP, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 16, 15, 6.36, , N, 2.33, .47, .126, 1
CAMPUS, GIRLS, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 10, 142, ¥, , N, 1.62, .25, .269, 1
CAMPUS, LARGE, YES, 148, 2, .014, 0.000, .0030, .0051, 2, 3, 1.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 6, 361, 3.14, , AJ, 2.33, 1.00, .127, 1
CAMPUS, PEOPLE, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 18, 847, 5.51, , N, 1.44, .61, .126, 1
CAMPUS, WALK, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 12, 18, ¥, , N, 1.11, 0.00, 0.000, 0, 12, 100, 4.28, , V, 1.00, .67, .237, 0
CAN, ALUMINUM, YES, 148, 12, .081, .315, .0030, .0056, 1, 1, 1.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 8, 18, 5.19, , N, 1.75, .75, .101, 1
CAN, BEER, YES, 148, 11, .074, .049, .0100, .0073, 2, 1, 1.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 22, 34, 5.83, , N, 2.17, .67, .094, 1
CAN, SODA, YES, 148, 11, .074, .034, .0130, .0155, 4, 1, 3.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 12, 3, 5.96, , N, 1.80, .70, .227, 1
CAN, TIN, YES, 148, 10, .068, .503, .0070, .0042, 1, 1, 2.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 13, 12, 5.87, , N, 1.15, .39, .045, 1
CAN, COKE, YES, 148, 9, .061, 0.000, .0230, .0251, 3, 1, 3.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 9, 4, 5.68, , N, 1.57, .71, .047, 1
CAN, BOTTLE, YES, 148, 7, .047, 0.000, .0010, .0237, 2, 1, 7.0, 5, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 20, 76, 6.94, , N, 2.80, .45, .011, 1
CAN, JAR, YES, 148, 7, .047, .082, .0030, .0025, 2, 1, 3.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 13, 16, 5.77, N, N, 1.54, .69, .056, 1
CAN, OPENER, YES, 148, 7, .047, .768, .0010, .0006, 1, 1, 1.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 4, 6, ¥, , N, .25, .50, .036, 1
CAN, CAN'T, NO, 148, 6, .041, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAN, DO, YES, 148, 6, .041, 0.000, .0010, 0.0000, 1, 1, 0.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 20, 1363, 2.72, , V, 1.18, .53, .013, 0
CAN, DRINK, YES, 148, 6, .041, 0.000, .0390, .0139, 8, 1, 4.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 20, 82, 4.95, G, V, 2.58, .90, .117, 1
CAN, GARBAGE, YES, 148, 6, .041, .128, .0070, .0064, 1, 1, 1.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 14, 7, 5.68, , N, .83, .42, .252, 1
CAN, WILL, YES, 148, 6, .041, 0.000, 0.0000, .0004, 0, 1, 1.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 12, 2244, 2.65, W, N, .67, .33, .002, 0
CAN, SOUP, YES, 148, 5, .034, .018, .0010, .0015, 1, 1, 2.0, 2, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 25, 16, 6.11, , N, 2.38, .54, .059, 1
CAN, ABLE, YES, 148, 4, .027, .196, .0010, .0011, 1, 1, 1.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 15, 216, 2.91, , AJ, 1.12, .50, .098, 0
CAN, FOOD, YES, 148, 4, .027, 0.000, .0010, .0021, 1, 1, 1.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
CAN, CUP, YES, 148, 3, .020, 0.000, .0020, .0041, 3, 1, 2.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 10, 45, 5.35, , N, 2.50, .70, .259, 1
CAN, LID, YES, 148, 2, .014, .022, .0050, .0065, 1, 1, 1.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 10, 19, 5.55, , N, 1.20, .40, .057, 1
CAN, PEPSI, YES, 148, 2, .014, 0.000, .0220, .0090, 3, 1, 2.0, 1, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 5, 0, ¥, , N, .80, .40, .002, 1
CAN, TRASH, YES, 148, 2, .014, .212, .0190, .0216, 1, 1, 1.0, 0, 20, 1772, 3.61, N, V, 1.95, .58, .120, 1, 11, 2, 5.76, , N, 2.00, .50, .249, 1
